id_venda;id_cliente;id_produto;quantidade;preco_total;data_venda;canal_venda;status_venda
185df014-b2f3-473d-b1c8-79bb3c7a28db;d22685d6-86f9-4525-97b0-62a6c2783b19;prod_32;3;59.97;25/03/2025;site;concluída
37ecd605-f33a-461f-ad7e-83218703f9f7;3da50559-cfc0-417f-ad47-b8df9769468e;prod_8;1;700.0;14/02/2025;site;concluída
f5d22b4b-fb7c-4d2a-a3b0-3c3950160d09;b84c4d78-076a-488d-a6aa-54c9f3bfc4a3;prod_3;4;3599.96;21/01/2025;marketplace;concluída
f7fad63f-f71f-453a-8533-ebb2a91643c3;04fb552a-0fec-4d63-b723-92cc4751fb62;prod_50;3;360.0;03/03/2025;site;concluída
6fc71847-a4fa-45a0-a5c2-18f9c15ae4a3;afac4a64-6445-4c25-819e-b21aa84cdc8d;prod_16;2;500.0;01/05/2025;marketplace;concluída
2f2cfb7b-3728-4f13-a45c-98cc49370ef5;4ad360be-5464-4e20-a79e-924cf9f978bf;prod_49;2;119.98;05/01/2025;site;concluída
08ecf3e6-d115-4c4b-a57d-ecea69e26fd0;dfbc1240-9618-455a-879f-45d0870c469b;prod_22;3;77.97;15/02/2025;marketplace;concluída
4280685d-5e52-4a73-a690-f3638b9c75a3;f5e378a6-a85b-42cc-90f7-3177a3b4cad4;prod_27;1;60.0;08/01/2025;marketplace;concluída
109b4cd5-fef6-42ea-b34f-f13c0725307e;4de199c6-26f5-420e-9833-0d2e4ffacae2;prod_3;3;2699.97;16/03/2025;site;cancelada
d69e5a4a-2177-4f90-a02a-99f7524436f7;771c8529-26f2-49c1-8dae-ce3e95825ded;prod_47;5;999.95;15/02/2025;marketplace;concluída
3e1f80a1-3c99-4678-80ad-8e5a3ddfe23f;805bcafb-bcfd-41bc-99b1-c03d7c1db037;prod_49;4;239.96;08/02/2025;site;pendente
272dc0f5-7400-4e72-baa6-dc5a0242bad6;d65e7667-6ff6-473c-ad40-a0c10ac62bac;prod_21;3;89.97;26/02/2025;marketplace;concluída
0a3976d9-0d03-4ebd-83c3-ace676d39687;ea26d7d0-848c-4f1d-9a29-3f090c1d688b;prod_17;4;742.0;04/05/2025;site;concluída
a80062fc-3454-4d5e-9d9c-acd1683e426b;5daca5ae-cc2e-4988-a908-e6e11a2dc9c5;prod_3;1;899.99;07/05/2025;site;concluída
8d39c9f9-da69-4214-abf6-ae6bf59d33f6;fb95f99f-bc20-4921-9494-4f4a7e6279c9;prod_9;2;1799.0;22/03/2025;site;concluída
09aebaa8-8749-44fd-a523-8d2d1d4c7bb9;dc39ef16-4ebc-4fcb-b397-50b777fde2ab;prod_26;5;225.0;08/04/2025;marketplace;concluída
0f4de682-e0e4-41d4-91ae-b9f87aa10840;caec9bb4-d136-4b44-b800-e18e8088f80d;prod_47;3;599.97;16/03/2025;site;cancelada
0568f7e6-3b4e-467e-b598-ad2f122c3a74;a9c53b2d-413b-49ab-a0cf-f3a47731ebaa;prod_44;4;599.96;06/01/2025;site;concluída
f3967e76-0bdc-4912-928e-355e6760dc9c;4b93bb4b-b1ee-4d71-a65c-eb911f0dbb02;prod_11;4;359.96;15/01/2025;marketplace;concluída
72715240-ca55-4467-b1ee-5274eb3c36b1;c54fa0be-b1a8-449d-8884-c2e6c6ba6d50;prod_32;1;19.99;30-ghi-2018;marketplace;concluída
80f1bae8-abd5-4e7d-b89f-91dc8f616125;e0aee464-86b6-42de-a3b7-c91e9b65dd80;prod_10;3;1950.0;21/04/2025;marketplace;concluída
33dad931-8483-4520-b615-caac21ed2b9c;3b18c973-a268-407d-bdf4-d0994e835bb4;prod_6;2;500.0;04/02/2025;marketplace;concluída
a4f7328e-5c9f-4117-89b4-33ecf0e3be1e;36342406-f8cc-4986-8be7-2166697548ce;prod_12;3;361.5;12/04/2025;marketplace;concluída
9c2eb2af-9be2-470e-beb4-c49683f92a12;5f2e4b19-8a74-4f1d-8cb7-2c29e4c93ee1;prod_43;1;129.99;02/01/2025;marketplace;concluída
6d2b5b4d-e5fc-4dd7-ab85-84c4e9c7e54d;d6f45920-6069-405a-85ba-5789d9f6892f;prod_38;3;112.5;19/03/2025;marketplace;concluída
d1f03558-a11c-4bd2-9694-3391ce116db5;0c78db80-7cd1-4fb9-8379-d82ede991a84;prod_50;1;120.0;03/05/2025;marketplace;em processamento
a9e5f90c-8d1b-4a5a-8deb-59c3717cceca;df1eedb4-b3a0-4e79-b6fd-c2a857310ec4;prod_20;3;299.97;06/05/2025;site;concluída
2af170b8-e004-4258-a7b6-dc0c9f6618e6;e0d88a9b-afb2-408b-a846-549b72733fd9;prod_50;3;360.0;07/04/2025;site;concluída
1054cd40-7f55-467f-b78e-43836459063d;18fb7d34-8428-4cd7-a525-a05fb3b37dcd;prod_2;5;1749.95;24-ghi-2013;marketplace;concluída
f9899783-d31e-4794-949a-117036351b1c;885b10ca-f82d-456f-ada7-96533e137139;prod_46;5;899.95;21/02/2025;marketplace;concluída
44693b2f-3f57-4374-8cc1-70e989040a50;1537ec19-2a3c-4527-ae70-49ec595dd762;prod_47;4;799.96;17/02/2025;site;concluída
f2e3104c-b84a-4fbb-9523-5631c36e7427;e531607b-a867-4580-ba9d-d219ed71f7d1;prod_31;4;159.96;26/03/2025;marketplace;concluída
96c517ea-be10-4388-b6e8-24f081c3bed4;57187fce-44f9-4176-92d9-476adb757f36;prod_9;2;1799.0;10/01/2025;site;concluída
38029bcd-dd1d-4ac8-b906-33dd6c56ca35;21f3ac34-2c09-499d-843c-d9c53250e916;prod_33;5;174.95;07/03/2025;site;concluída
e3eb1735-f250-43dd-8b57-0440599a0e79;dd25d4ab-539f-41a1-94be-55bc32586833;prod_33;1;34.99;13/02/2025;marketplace;concluída
f76dbe68-6bf6-4be1-b702-dce9a5d6430b;45b20156-b4ec-4c10-826a-edb3e8399f8b;prod_32;3;59.97;27/03/2025;site;concluída
0ad8055c-6f00-4012-940e-5c74ef2dfa3a;73afcb3b-9ab6-462b-bb37-1878cf29aace;prod_22;5;129.95;14/01/2025;site;concluída
08397354-743f-4efc-9342-1a1e5df20c05;0ed9f56b-0027-4123-bdfe-c2e702b44226;prod_14;3;239.97;25-abc-2000;site;concluída
a1c15f97-6395-4e38-96f9-40ef162f9194;cc52e294-82fb-43db-809f-2f62db726f9e;prod_48;3;1199.97;06/01/2025;site;cancelada
f7351c0c-a27a-44bd-972f-e8c8f9c313d1;feaa5457-2a6e-41b4-91ba-750a5fcc99c3;prod_33;5;174.95;02/04/2025;site;concluída
5755139a-389d-41d2-9bb8-09ecee7473b7;e682a12a-6365-4b5b-8853-873b34166874;prod_5;3;1139.97;10/02/2025;site;concluída
ce5f9d86-3493-4ee5-a143-26add4ee29cf;1eb0e7ff-ec41-4d07-95d0-e327aa12e866;prod_14;4;319.96;24/03/2025;site;concluída
51f6dacb-7b37-43ea-a1eb-0ea2ee62314a;1e25a414-3a67-46e1-91ef-5960e28da782;prod_45;3;269.97;08/02/2025;site;concluída
2ab4fa87-eeab-49fa-bce4-e0007cb23353;6a190c46-4ca9-4bc0-81b4-7c369ab7ae08;prod_49;2;119.98;27/04/2025;marketplace;concluída
24ae6983-a390-4dd4-a142-16209fad9c52;bdee6852-98aa-4be8-b756-15aef2ec2ce8;prod_10;4;2600.0;05/02/2025;marketplace;concluída
de670e51-f76c-4166-a3ce-a662ac63d135;2d5ff8a6-58d3-41cd-b006-17af88c54a55;prod_21;5;149.95;08/04/2025;site;concluída
35f1ed53-caf9-4f61-8016-a5921394cd8d;8fb27806-86f2-47dd-8de1-1c5e8b119af3;prod_14;2;159.98;01/02/2025;site;concluída
083419d0-d3b3-4340-81d5-cabefd7ad834;49003a5f-83b9-46c6-9c46-c7fac4aef4bf;prod_37;4;160.0;14/03/2025;site;cancelada
f721e3e0-2e49-4baa-9ad5-cb8f3e6a3a81;0be70f78-41cf-40fe-8cb6-aad1021cb60a;prod_31;5;199.95;22/01/2025;marketplace;concluída
f8429562-8cb6-43fd-9129-e97197e957f7;c5c10bf8-9801-4c91-a159-6a91d939ebe4;prod_27;5;300.0;20/04/2025;site;concluída
ba11e828-75b2-4fdd-bda5-69b3b149f562;a70a5d25-7543-4d82-864b-33aef4810319;prod_22;5;129.95;08/03/2025;site;concluída
c6e59247-20ec-4977-870a-d014f3215eec;f830d1c1-5947-4080-882a-3472b8d9c242;prod_40;1;49.99;07/04/2025;site;concluída
9fad9585-5f5e-476d-95de-345f289aa616;b9dca609-a362-4c23-94d0-7f803555acd3;prod_24;4;200.0;16/04/2025;site;devolvida
bfcf377f-4397-4ca7-b1d8-1bd600bbfacf;3f5f31a9-83ed-480e-857d-5cf346de05bc;prod_36;3;135.0;22/03/2025;marketplace;concluída
e8ed90a7-75ee-426f-832b-4830ed3a1fab;d22685d6-86f9-4525-97b0-62a6c2783b19;prod_11;2;179.98;08/01/2025;site;concluída
538ac41f-e127-44ec-b7d6-f7d99f8dfa0d;e0d88a9b-afb2-408b-a846-549b72733fd9;prod_10;4;2600.0;27/02/2025;marketplace;concluída
3d1fcb32-1124-4bcf-82ea-4d5c02665576;fed92582-fd03-4c74-b2b9-525f62cf1ae6;prod_29;3;90.0;25/02/2025;site;concluída
4ed69f88-d8b0-4699-8e84-e450c53bf60d;cd5afa10-968f-43ae-95d2-55b2aee6ded6;prod_17;2;371.0;05/02/2025;site;concluída
30e35520-e43c-4d76-9d8b-dbea1160539e;5cce91e6-00b1-4b1f-a3d7-c1e7c0ba97e9;prod_48;2;799.98;23/01/2025;marketplace;concluída
b2a59ba6-0e81-4c62-8e79-4d7628189d8d;5ec90bf8-cac6-4bce-894f-cd420fd05cf0;prod_18;3;150.0;05/04/2025;marketplace;concluída
c699ad8f-e5d2-46d2-9565-e28e3a006268;c02903cb-6cfa-41ca-b871-ac307c3884f2;prod_16;4;1000.0;23/02/2025;site;concluída
db49c6b8-b26f-438f-bbb0-669b6870dc9d;e09ea1bc-a7f1-4cd5-9c4b-9c498932683c;prod_37;2;80.0;08/04/2025;marketplace;concluída
38404fff-71d7-4d24-a052-4fdb8540e9ce;3951b97b-2399-429b-8b0b-5caec6ab24a4;prod_9;3;2698.5;02/05/2025;marketplace;concluída
7beba1f8-79c3-424b-9226-b6bdeecba308;4b38a827-09d6-4af0-9159-804d5d17321f;prod_7;5;2495.0;13/01/2025;marketplace;concluída
5020cb73-3853-4df8-aaa0-d52dea9f11ce;9a1f9dff-78a1-441a-93f3-95925507c11b;prod_36;4;180.0;01/05/2025;marketplace;concluída
c0822958-1668-4622-81d7-14215d3f0599;84191eac-35c7-4aa2-aac6-8a2bad29760d;prod_41;2;499.98;11/02/2025;marketplace;cancelada
8a514753-d2a0-47a7-927d-09f419ecd472;0f22e353-2387-418c-a47c-40c3b1a01188;prod_22;4;103.96;06/05/2025;marketplace;devolvida
2ebeff00-3c3d-4c12-9715-f9f3f3acce2e;7a75b4eb-b503-40f8-8dea-ba849d4c045c;prod_20;4;399.96;04/04/2025;site;concluída
35816989-4836-46cf-a704-5e21c1343fab;467c139b-7149-4546-b114-da24417dbd05;prod_8;4;2800.0;31/03/2025;site;concluída
73534d0f-0095-4dd3-a32f-b79bf9b1fa22;01eb106d-7263-47fe-ac28-75548c09f117;prod_19;1;80.0;28/04/2025;site;concluída
d3eec063-eba4-4d7d-90c4-e93cd0792320;b97c78e0-6088-4922-b367-147c7260190e;prod_50;1;120.0;23/03/2025;site;concluída
55e7b937-855d-4c16-8220-84d06b1c1436;136dfc2d-7886-48f4-aeb1-7795c42e3307;prod_28;5;275.0;24/01/2025;marketplace;concluída
4d51e096-4f5e-4ccf-93c8-1acf9e502042;17b994b1-1936-4389-a5f3-e98b75f2810f;prod_38;5;187.5;26/02/2025;marketplace;concluída
d825508f-3c9b-434d-afb6-7c9cfd519f08;ccd6ee82-5b0b-40c4-8793-7f110470546d;prod_36;5;225.0;07/04/2025;marketplace;concluída
924882e5-b604-49fd-a2fb-f90f2172bf7d;d88ad3c0-bf31-48f7-abda-f03137b8c3c0;prod_47;3;599.97;18/02/2025;marketplace;concluída
6dc4f15f-1b38-4203-b0cd-5aa314846330;2b4e7b71-7455-42b4-99c6-c21c3507fa08;prod_10;2;1300.0;28/02/2025;site;concluída
375e0235-102f-4b79-8467-73c65e74c592;26f5ecef-9f8a-4675-aa36-b911229b3201;prod_50;5;600.0;19/04/2025;marketplace;concluída
729f25ba-169f-4242-b5ee-d0ba1a4bfce6;e34fb128-e950-4679-8909-ef5f2daea0f9;prod_5;5;1899.95;25/04/2025;marketplace;concluída
41ffb9cf-7bcc-403e-9bf9-d67fb81e2e28;ebfad184-a7da-4065-811a-ffd0a8d961b9;prod_19;5;400.0;25/01/2025;marketplace;concluída
e94b8140-bd39-4bb8-8949-bf5ceac4bae1;37457154-98c4-4243-9266-d457aa33ba9d;prod_31;1;39.99;18/02/2025;marketplace;concluída
9ac5e490-d8fe-4cb7-9125-516333c0debd;91246310-f868-44d2-9153-dce411529d17;prod_44;4;599.96;19/02/2025;site;concluída
d17b1d29-ebe8-4d77-b96c-a2d51343c88f;2d59e339-a135-41be-942d-40aee41969ef;prod_1;5;999.95;07/02/2025;site;concluída
4a2bdb87-f9c8-4f0a-a1aa-139c4f63be66;1eef0d4e-5a46-4c6f-af99-d7b800ea4ef5;prod_23;5;112.5;25/03/2025;site;concluída
6c04321e-0a32-4f27-9fd1-ba70d7a4473c;c1690962-3292-469a-8d0e-9658c794acf2;prod_24;4;200.0;21/04/2025;site;concluída
1a214e90-3814-4de4-98e9-ba08bc70e39a;c5573026-18a7-4095-8e0b-8867b9c402f7;prod_44;5;749.95;05/03/2025;marketplace;concluída
335b075c-eae2-4c22-b564-42fdbc6c48b5;f9aead91-c341-4aa5-bb11-688c3d30e1d2;prod_41;1;249.99;17/01/2025;site;concluída
0852e6aa-b029-4cff-9393-c1c00cd4ec48;cc9ba1e1-7890-4d70-b842-07a65723e55c;prod_33;4;139.96;17/02/2025;site;concluída
116565d3-e3a6-4f32-ae4f-385553658e6d;1e6203dc-e43d-4995-8c43-c5c59592881a;prod_36;5;225.0;20/03/2025;marketplace;cancelada
cb78990c-e25b-4223-872a-4a98490f74aa;27f25f28-afa5-4d91-a76d-b8106fc3d742;prod_48;5;1999.95;23/01/2025;marketplace;cancelada
a7a8408b-b2f2-49bb-9288-cc5ebd04fa5c;5c7b14e6-7205-4aff-bbed-aeda59cd9989;prod_2;2;699.98;29/04/2025;marketplace;cancelada
36e797e5-1b0f-4432-a265-fe5b65f42a7f;0e8888b6-3564-4fde-b499-a195dd7f9c33;prod_16;4;1000.0;8-ghi-2020;site;concluída
22e6b023-3702-47aa-b03f-2e9a9173fdfa;68372a5e-5eb3-496f-bb41-624434270f3a;prod_3;2;1799.98;14/01/2025;marketplace;cancelada
0613276d-bb36-407c-8d3f-5417ca632cce;b3c74ae2-a888-4d53-ac09-b49dc7a1d030;prod_8;3;2100.0;22/02/2025;site;concluída
0107dff5-04c9-4417-bacb-fc3b141ace28;5452b557-9470-49b1-86d4-e9f73578a5ed;prod_9;5;4497.5;9-def-2009;marketplace;cancelada
6dae8459-f269-4b65-89a5-0d1f0e5b206e;c54fa0be-b1a8-449d-8884-c2e6c6ba6d50;prod_24;2;100.0;15/04/2025;marketplace;concluída
719b3440-1435-4250-8423-bfa66636509c;623d5fe7-6a0f-4e13-96da-892a58126de3;prod_35;3;89.97;21/03/2025;marketplace;erro
b0547dd2-428f-4887-bcb5-a825429a3f91;7043ce32-5052-4c26-bf32-dbace5679d2c;prod_42;2;199.98;18/02/2025;site;concluída
a3a6190e-390c-41dd-95e7-74062c5700e6;89f94b7b-d661-45de-8c94-203dba2295fb;prod_33;4;139.96;14/01/2025;marketplace;cancelada
d32c052c-4b77-4fe5-a076-74c3086cfb36;7043ce32-5052-4c26-bf32-dbace5679d2c;prod_30;5;400.0;21/02/2025;marketplace;concluída
7c6e3f3e-29b0-4887-8316-0bb1f302bd46;67b3a055-6b8b-4348-8afd-7cb6f44165db;prod_2;4;1399.96;16/04/2025;site;concluída
571be00e-adb4-4e43-99c4-1fc7bb549c5d;d06605cb-9fd7-4fb6-b5e9-a9fe8ad50b80;prod_48;1;399.99;13/04/2025;marketplace;cancelada
613ba952-8cac-4a08-a14e-bbef8c40d915;c00ea7c6-bbb1-464f-9690-53b2ec561e5d;prod_34;4;102.0;12/03/2025;marketplace;concluída
7404f2ef-d68a-4e0a-925a-57dc036e7165;f7cfcadf-5d5f-4cf1-898b-5c83f404849c;prod_6;1;250.0;10/03/2025;marketplace;concluída
22f5d2a8-60a2-4423-907a-72906f12ae68;bf0ff797-60dc-44b5-bd47-f54c3cb04b25;prod_48;4;1599.96;12/03/2025;site;cancelada
05ad0f23-ff1e-4106-909e-7eeafe68f2b2;0eadc3ac-9592-4bd9-a9c3-9df327ff1996;prod_19;4;320.0;04/01/2025;marketplace;concluída
dfe05e03-5c89-4c4d-b43e-1ab22961ad76;9b6906d1-effc-4914-b042-aedb019d86a8;prod_49;2;119.98;22/03/2025;marketplace;concluída
7c42d6c9-e09f-4c49-bad0-cfbf1801d793;2d189eba-c19e-4567-8bbb-9aeb55f73cca;prod_21;4;119.96;12/01/2025;site;cancelada
9d081cc4-8ebf-46c7-b254-2fee5ac61746;139891a5-e89e-47a0-9110-105e761d6298;prod_5;1;379.99;21/01/2025;site;concluída
a156eeee-04d2-439b-ac79-2a934af72ae3;9baa9e43-ea95-489e-8a94-2e2f9b6f5d16;prod_21;3;89.97;06/03/2025;site;concluída
7cf85f13-3b36-4c48-a910-0a5e3608ba90;6c6f4fd7-3115-4c13-9e74-5690d1978098;prod_16;2;500.0;23/03/2025;marketplace;pendente
aa6ad5ed-431f-4b6e-ad1b-4b15bf40de6f;49119052-82a7-42ad-ad36-922c73a693ae;prod_18;3;150.0;13/04/2025;marketplace;concluída
67994a62-9306-459a-a10d-442d7ed54b69;16fdc6f7-1f5d-4840-80bb-688d6898f32b;prod_32;5;99.95;18/02/2025;site;erro
671c5a3b-62f7-42bd-864e-ef620af0f7c3;c6d9f078-1353-475c-9ea1-7f9e6eadd47b;prod_14;3;239.97;21/01/2025;site;concluída
776609df-8dad-4495-ace2-0f754f18de18;40f03d33-7d5e-4487-a192-0d969959cfe9;prod_24;3;150.0;05/01/2025;site;concluída
d4ae9f14-e69f-40e4-aef3-4f7984adc11b;5452b557-9470-49b1-86d4-e9f73578a5ed;prod_37;2;80.0;13/04/2025;site;concluída
9d7d0866-a8fd-478f-a71b-309938177598;0be70f78-41cf-40fe-8cb6-aad1021cb60a;prod_31;3;119.97;19/02/2025;marketplace;concluída
31bdad32-431b-4c75-bd21-a70cfd5c4d40;346b0ae2-3a93-4f63-9d06-b5fbbc86f4d3;prod_38;5;187.5;23/04/2025;site;concluída
5afbf0c6-e2fb-481d-91a4-ab04be39beac;52394092-eba9-4dc9-962c-d0f733c45f31;prod_46;5;899.95;05/02/2025;site;erro
e70379aa-f71d-4503-b1f9-a1efb5aae4fc;4831cf5a-6811-4f3d-a118-be5b905de07c;prod_45;1;89.99;07/01/2025;site;em processamento
b5cd6906-7417-4fe0-ae50-1fde7d7ac24f;0cb12e88-8e9b-4446-9196-035f024d3da9;prod_9;5;4497.5;14/04/2025;marketplace;concluída
ef7b5835-1bc9-492e-9769-a87714ebd471;25c3e82c-fea1-4431-b920-c24d951e31af;prod_45;1;89.99;08/03/2025;marketplace;concluída
45ee1f2f-8613-4488-a630-513b5d087a4b;2a2ce407-6e18-4add-b286-4e4b196fbb01;prod_9;2;1799.0;30/01/2025;site;concluída
a0093791-fb55-410a-ae20-1db24b8474e6;89f94b7b-d661-45de-8c94-203dba2295fb;prod_28;3;165.0;29/01/2025;site;concluída
65fc3b58-fceb-43f3-ab14-60b2a0368368;7fa53f3c-3fa8-4753-b6e8-d57648794d1d;prod_13;3;197.97;25/03/2025;site;concluída
0ecb0c47-fac6-4b0d-883c-c8fdc80ba32c;691ccd38-b70e-4387-9f86-84c063c91872;prod_37;5;200.0;04/03/2025;site;concluída
4f31877e-9d63-4ac2-ae21-1f8080588e57;f92d4343-ec97-4656-816d-15b2b7127d98;prod_34;2;51.0;25-def-2000;marketplace;concluída
3ecc1f91-a9c2-41a1-bef9-695fa3c92a36;25efcb4c-cb8e-4a12-b827-cd4865cd01ff;prod_41;1;249.99;24/04/2025;site;concluída
48b5ff0a-307c-476a-a456-6fa1b3ede4f3;3b8ac6ef-63a2-4ba6-a2ee-2bd2a68d2392;prod_44;1;149.99;23/04/2025;site;cancelada
efb8e133-8519-48a6-8914-e23f3a98ea2b;f5e378a6-a85b-42cc-90f7-3177a3b4cad4;prod_9;1;899.5;16-def-2012;marketplace;concluída
5409a366-2ed5-4e40-9dd5-1a1a720a482b;14b2cb5f-b818-457e-83e9-f3b9c1381f98;prod_2;3;1049.97;01/04/2025;marketplace;concluída
7f9987cc-346e-4211-8d5c-dae082a3767a;8d00e809-c750-4eb7-bff3-181543381b37;prod_2;5;1749.95;10/04/2025;marketplace;concluída
3a113a9e-880c-4dd2-9dd0-c7f904938bcd;15a41e08-8139-4299-8ff2-75850f3c83a3;prod_39;5;104.95;26/01/2025;site;concluída
23ad3a96-d586-4aec-af44-c7fe78a5fe12;cbab3a3b-69be-4b8f-8d9c-61e8be264162;prod_44;2;299.98;06/05/2025;marketplace;concluída
afeda24b-e6be-4039-b379-dc7fcbc8ff2a;5ed9e172-0489-4827-9764-bc73c24dcd47;prod_32;5;99.95;19/02/2025;marketplace;concluída
9e7780b3-7739-45c8-a131-1081e504ac1b;9e42d761-58ed-432d-939e-9ebff0bec4eb;prod_38;1;37.5;22/04/2025;site;concluída
7009c03c-f205-4dd9-a490-6cdb1a18776d;3f1065fa-108e-486a-a7a9-7f2b834ede23;prod_15;3;435.0;19/02/2025;site;concluída
57903e08-0114-4dd9-810e-d97c61eee03e;21fc91f8-5220-4da1-8825-92ecb28f4b7e;prod_20;4;399.96;24/04/2025;site;concluída
5f08555b-5286-4107-9778-7162a8b39b55;4de199c6-26f5-420e-9833-0d2e4ffacae2;prod_43;4;519.96;27/02/2025;site;concluída
b3e7dbd8-d99f-4703-8958-79e5e6fd7873;2d5ff8a6-58d3-41cd-b006-17af88c54a55;prod_44;3;449.97;06/01/2025;site;concluída
97643884-7f47-4cab-9f63-30257b7950be;1ee1a8e0-18bd-402f-9a10-bbeac9f73d57;prod_36;2;90.0;05/01/2025;marketplace;concluída
8015d8a8-e213-45c8-a3c9-bebd1cf9ba31;9728faa1-40fe-4282-8d8b-759bf652bb7b;prod_40;3;149.97;04/02/2025;marketplace;concluída
1fda84f6-78bf-49c4-bb25-1177b774a6b4;8f8ff217-fb05-40f3-9821-b0cc352af0ef;prod_11;5;449.95;11/04/2025;site;concluída
7a327e6a-0c18-44af-8ac8-855b37112d66;e531607b-a867-4580-ba9d-d219ed71f7d1;prod_24;2;100.0;08/01/2025;marketplace;concluída
6e3e07cc-c2ea-47af-9c43-db45a04c9412;88be92cd-34c2-4996-92a5-9e477522016b;prod_25;1;39.99;03/02/2025;site;concluída
eb847f52-0704-48e7-8758-ba393ae5136f;138f09f4-324a-4d44-b706-d800f6fbf5a2;prod_44;5;749.95;15/04/2025;marketplace;concluída
236490ad-55c5-4162-ba9a-5060e817a57e;89030712-86ec-4ccd-b4d9-5079a106c09f;prod_22;3;77.97;20/02/2025;site;concluída
899bc3d1-061f-41b8-8737-4db37426082b;1a7b67f1-8696-4181-b9ca-8335a3075e9b;prod_28;4;220.0;06/03/2025;marketplace;concluída
58269822-dc4e-4da7-9ffa-9877bd3f5cb9;ac682bd3-9172-4a2c-97d4-6c77bc1c047e;prod_41;4;999.96;03/01/2025;marketplace;pendente
906cb329-3b4d-47e1-8db3-8b5707710df1;4900f474-4c34-4e4b-b530-4c5bc5da9b8c;prod_36;2;90.0;28/03/2025;marketplace;concluída
2be6538a-48c0-4459-b766-3142c314d0d5;6de811ca-eea6-42c4-b163-639cc063b8fe;prod_25;2;79.98;01/05/2025;site;concluída
28c0f75a-0a8d-48b2-ad7a-564590430d93;4e3897c4-5365-44c9-8cb6-edc68724ef41;prod_43;4;519.96;18/01/2025;site;concluída
d23bb58e-e024-4b69-b851-b64f8dc8312b;4900f474-4c34-4e4b-b530-4c5bc5da9b8c;prod_18;3;150.0;30/03/2025;site;concluída
00051313-85a4-409b-9246-893b927e4b2c;3c1f155a-d7e9-4ec7-9fd4-e5fdc4699d34;prod_8;2;1400.0;04/03/2025;site;concluída
74e3ab3d-bf70-4e97-91ad-97b034ed674d;da1843bc-1d49-4321-becf-3af7481753a3;prod_18;3;150.0;23/01/2025;site;concluída
18fde0c4-9cfa-413d-83eb-82bcc09596c4;a45ca122-43b5-4f11-9b93-8535c9ee7b7b;prod_8;5;3500.0;19/02/2025;marketplace;concluída
c167851e-337b-421f-8595-5b9191a0a856;251c4cc5-dcd6-4816-9c79-4308967bf252;prod_38;2;75.0;13/03/2025;marketplace;concluída
d4bed483-5673-43d3-ae13-82817abcfaa0;7c5ad356-f3d4-4f19-91bd-23b64909316e;prod_27;1;60.0;09/01/2025;site;devolvida
d9472cf1-3a92-4cc1-8f54-1bb3088a324b;b854ca25-7cf7-45be-b629-0f84e9384b04;prod_6;4;1000.0;30/03/2025;marketplace;devolvida
a8e5f5ec-1c6a-44a7-aacd-ced65a3486b0;e23ad2d4-5d35-45ab-b62a-802013fda66b;prod_22;5;129.95;30/01/2025;site;concluída
72928519-623e-4364-8237-9a17f9cd1e18;d43046d5-9076-4f77-9cfc-e3c2d63fcc11;prod_18;2;100.0;09/01/2025;site;erro
1417bf0c-9343-4b13-b8d6-bceccf21c6ab;54176560-0e5c-4be9-a920-e75e3d305972;prod_11;3;269.97;02/02/2025;marketplace;pendente
0b921f42-641f-4fe0-94c3-357aa604ef55;4c546e52-b2ea-40ac-b502-cc0bd2202549;prod_13;1;65.99;05/01/2025;marketplace;concluída
84eebc71-b55a-4918-8835-7d5941dcd9e3;3c9dd3fa-ee4b-4edd-a122-aedd0e209342;prod_11;2;179.98;27/04/2025;site;concluída
e0207d3f-82cf-4ff4-831f-91d9c6435eae;a61172ad-2dd9-4962-b196-be6d76507a15;prod_9;2;1799.0;13/01/2025;site;cancelada
1ec3ade5-87bf-4298-9e88-a66da43987f6;c36efcd4-ff37-42b0-adf1-f629017c414d;prod_27;4;240.0;28/02/2025;marketplace;em processamento
fd2041e0-e865-4018-a3d4-c75f9d7abf1a;cc9ba1e1-7890-4d70-b842-07a65723e55c;prod_27;2;120.0;20/03/2025;marketplace;concluída
e9705c08-90e8-4518-b15b-8d01c1729959;cfee408f-3b0b-48a4-aded-c047608038ed;prod_16;4;1000.0;08/04/2025;marketplace;concluída
0c153c3f-a199-4756-b5ab-2e8ee73d376f;8d4758ae-ddd1-4a16-83be-44cfdee39542;prod_28;3;165.0;25/03/2025;site;erro
3f925023-9a74-470b-9cc9-5dd896543d9e;b225bee0-4d07-48e2-955b-5a7c4de2ef95;prod_49;1;59.99;21/04/2025;site;concluída
f135e603-d226-4d76-b402-4de570a39f15;02385380-321d-4988-868c-394eef31b27b;prod_50;4;480.0;25/01/2025;marketplace;cancelada
bedc9a9b-f2a1-46e1-9c49-fddcd2993ab3;6bdef3fd-8a1c-4378-853e-dcec182fa0cb;prod_32;4;79.96;17/04/2025;marketplace;concluída
8c23f890-519e-471f-8a77-6b2e1913aa4b;f1091b22-d6f4-4baf-90b1-150fc5f0179a;prod_44;5;749.95;28/02/2025;marketplace;concluída
0265088d-b1b3-4d57-8816-cfe2af163626;f70a4c36-9648-4c3f-a417-047af4ecb97c;prod_24;3;150.0;30/01/2025;marketplace;concluída
93b70a79-506c-4b98-a0b9-5da6c03d2645;f9b58e60-54fb-4af7-9fbb-4ef241060336;prod_21;3;89.97;28/04/2025;site;pendente
